City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Description
454,Zhangjiakou,40.81,114.8794,10.24,80,51,12.57,CN,2021-01-14 23:47:33,broken clouds
455,Mayo,38.8876,-76.5119,41.0,81,1,1.07,US,2021-01-14 23:47:33,clear sky
456,Cidreira,-30.1811,-50.2056,71.92,74,41,19.35,BR,2021-01-14 23:47:33,scattered clouds
457,Turan,16.0678,108.2208,59.0,94,20,5.3,VN,2021-01-14 23:46:35,mist
458,Garowe,8.4054,48.4845,64.99,74,0,6.64,SO,2021-01-14 23:47:33,clear sky
459,Swakopmund,-22.6833,14.5333,71.01,77,85,2.3,NA,2021-01-14 23:47:33,overcast clouds
460,Te Anau,-45.4167,167.7167,74.12,42,25,3.6,NZ,2021-01-14 23:47:33,scattered clouds
461,Rabak,13.1809,32.74,69.58,23,0,12.44,SD,2021-01-14 23:47:33,clear sky
462,Darhan,49.4867,105.9228,-11.67,84,91,5.46,MN,2021-01-14 23:47:33,snow
463,Sao Jose Da Coroa Grande,-8.8978,-35.1478,78.44,78,19,10.36,BR,2021-01-14 23:47:33,few clouds
464,Balabac,7.9868,117.0645,80.74,78,100,4.68,PH,2021-01-14 23:47:34,light rain
465,Saint-Augustin,51.226,-58.6502,26.51,96,100,4.18,CA,2021-01-14 23:47:34,overcast clouds
466,Broome,42.2506,-75.833,35.01,86,90,3.44,US,2021-01-14 23:47:34,mist
467,Pacific Grove,36.6177,-121.9166,64.4,63,1,6.91,US,2021-01-14 23:44:41,clear sky
468,Santa Maria,-29.6842,-53.8069,75.2,64,0,11.5,BR,2021-01-14 23:47:34,clear sky
469,Sao Felix Do Xingu,-6.6447,-51.995,73.29,92,83,0.51,BR,2021-01-14 23:47:34,broken clouds
470,Sept-Iles,50.2001,-66.3821,28.4,86,76,3.44,CA,2021-01-14 23:47:34,broken clouds
471,Quimper,48.0,-4.1,44.6,81,20,4.61,FR,2021-01-14 23:47:34,few clouds
472,Baruun-Urt,46.6806,113.2792,-16.28,83,0,7.18,MN,2021-01-14 23:47:34,clear sky
473,Emerald,-23.5333,148.1667,81.0,61,0,10.36,AU,2021-01-14 23:47:34,clear sky
474,Camalu,30.85,-116.0667,69.67,34,0,5.03,MX,2021-01-14 23:47:34,clear sky
475,Tepic,21.5,-104.9,78.8,41,40,8.05,MX,2021-01-14 23:47:34,scattered clouds
476,Sayyan,15.1718,44.3244,43.2,68,3,1.7,YE,2021-01-14 23:47:34,clear sky
477,Inhambane,-23.865,35.3833,79.48,86,1,7.02,MZ,2021-01-14 23:47:34,clear sky
478,Mizan Teferi,6.9833,35.5833,65.16,53,30,2.15,ET,2021-01-14 23:47:34,scattered clouds
479,Saint-Prosper,46.2117,-70.4811,30.2,93,81,1.43,CA,2021-01-14 23:47:35,broken clouds
480,Robe,-37.1833,139.75,58.24,60,24,24.2,AU,2021-01-14 23:47:35,few clouds
481,Tecalitlan,19.4667,-103.3,78.8,44,90,3.2,MX,2021-01-14 23:47:35,overcast clouds
482,Verkhnevilyuysk,63.4453,120.3167,-19.84,87,100,6.2,RU,2021-01-14 23:47:35,overcast clouds
483,Along,28.1667,94.7667,50.81,80,25,1.41,IN,2021-01-14 23:47:35,scattered clouds
484,Coquimbo,-29.9533,-71.3436,62.6,72,0,11.5,CL,2021-01-14 23:45:54,clear sky
485,Madang,-5.2246,145.7966,76.3,93,100,4.59,PG,2021-01-14 23:47:35,overcast clouds
486,Carupano,10.6678,-63.2585,75.42,86,93,10.45,VE,2021-01-14 23:47:35,overcast clouds
487,Banon,40.8382,-1.1909,53.6,54,0,5.75,ES,2021-01-14 23:47:35,clear sky
488,Hirara,24.8,125.2833,66.2,82,75,8.05,JP,2021-01-14 23:47:35,broken clouds
489,Sabinas Hidalgo,26.5,-100.1667,67.05,26,47,11.74,MX,2021-01-14 23:47:35,scattered clouds
490,Maragogi,-9.0122,-35.2225,78.4,78,18,10.45,BR,2021-01-14 23:42:40,few clouds
491,Umm Kaddadah,13.6017,26.6876,64.47,28,1,16.11,SD,2021-01-14 23:47:36,clear sky
492,Cabra,37.4725,-4.4421,32.0,100,40,1.14,ES,2021-01-14 23:47:36,mist
493,Petauke,-14.2426,31.3253,66.94,97,98,0.43,ZM,2021-01-14 23:47:36,light rain
494,Novyy Urengoy,66.0833,76.6333,-3.42,92,100,7.54,RU,2021-01-14 23:46:11,overcast clouds
495,Cacador,-26.7753,-51.015,66.99,77,79,6.96,BR,2021-01-14 23:47:36,broken clouds
496,Ribeira Grande,38.5167,-28.7,62.6,94,75,19.57,PT,2021-01-14 23:47:36,broken clouds
497,Sokoto,13.0609,5.239,68.92,22,0,10.07,NG,2021-01-14 23:47:36,clear sky
498,Port Keats,-14.25,129.55,81.46,76,100,0.83,AU,2021-01-14 23:47:36,overcast clouds
499,Nantucket,41.2835,-70.0995,43.0,93,20,4.61,US,2021-01-14 23:47:36,few clouds
500,Verkhoyansk,67.5447,133.385,-38.63,73,86,1.83,RU,2021-01-14 23:47:36,overcast clouds
501,Seminole,28.7086,-81.2081,60.8,41,1,3.44,US,2021-01-14 23:47:36,clear sky
502,Arraias,-12.9288,-46.9437,70.03,92,100,4.47,BR,2021-01-14 23:47:36,moderate rain
503,Myitkyina,25.3833,97.4,53.29,79,71,2.46,MM,2021-01-14 23:47:36,broken clouds
504,Luanda,-8.8368,13.2343,77.0,83,20,5.75,AO,2021-01-14 23:44:11,few clouds
505,Harper,4.375,-7.7169,78.62,85,60,8.75,LR,2021-01-14 23:43:02,broken clouds
506,Lugo,43.0,-7.5,41.0,100,22,1.01,ES,2021-01-14 23:47:37,few clouds
507,Nassjo,57.6531,14.6968,19.4,93,75,3.44,SE,2021-01-14 23:47:37,broken clouds
508,Shintomi,32.0785,131.4723,41.0,93,20,10.36,JP,2021-01-14 23:47:37,few clouds
509,Redlands,34.0556,-117.1825,86.0,8,1,12.66,US,2021-01-14 23:47:37,clear sky
510,Rocha,-34.4833,-54.3333,61.54,71,0,8.57,UY,2021-01-14 23:47:37,clear sky
511,Sangar,63.9242,127.4739,-45.53,76,30,5.64,RU,2021-01-14 23:47:37,scattered clouds
512,Bilma,18.6853,12.9164,63.75,29,0,6.53,NE,2021-01-14 23:47:37,clear sky
513,Daru,-9.0763,143.2092,83.08,80,100,8.97,PG,2021-01-14 23:47:37,moderate rain
514,Komsomolskiy,40.4272,71.7189,30.2,74,0,4.61,UZ,2021-01-14 23:47:37,mist
515,Godeanu,44.8005,22.6079,21.56,98,11,6.89,RO,2021-01-14 23:47:37,few clouds
516,Nkhata Bay,-11.6066,34.2907,74.08,80,100,4.23,MW,2021-01-14 23:47:37,overcast clouds
517,Okato,-39.2,173.8833,70.0,62,5,8.01,NZ,2021-01-14 23:47:37,clear sky
518,Burgeo,47.6167,-57.6152,30.67,93,100,2.55,CA,2021-01-14 23:47:38,overcast clouds
519,Adrar,20.5022,-10.0711,60.55,27,93,13.11,MR,2021-01-14 23:47:38,overcast clouds
520,Charlestown,-32.95,151.6667,82.99,79,83,2.95,AU,2021-01-14 23:47:38,broken clouds
521,Egra,50.0796,12.3739,23.0,96,58,3.29,CZ,2021-01-14 23:45:13,broken clouds
522,Linden,6.0,-58.3,77.0,88,0,9.22,GY,2021-01-14 23:47:38,clear sky
523,Chapais,49.7834,-74.8492,24.8,93,90,2.01,CA,2021-01-14 23:47:38,light snow
524,Miraflores,19.2167,-98.8083,69.8,32,90,13.8,MX,2021-01-14 23:47:38,overcast clouds
525,Sula,15.4573,120.3955,75.2,69,75,2.3,PH,2021-01-14 23:47:38,broken clouds
526,Champaign,40.1334,-88.2001,41.0,93,90,14.97,US,2021-01-14 23:43:12,mist
527,Imbituba,-28.24,-48.6703,69.8,94,90,8.05,BR,2021-01-14 23:47:38,overcast clouds
528,Presidente Medici,-11.1753,-61.9014,74.89,95,96,4.18,BR,2021-01-14 23:47:38,overcast clouds
529,Zhigansk,66.7697,123.3711,-43.24,80,14,1.7,RU,2021-01-14 23:47:38,few clouds
530,Soyo,-6.1349,12.3689,77.92,76,0,7.29,AO,2021-01-14 23:47:38,clear sky
531,Sosua,19.7667,-70.5167,77.0,94,20,7.09,DO,2021-01-14 23:47:38,few clouds
532,Ambovombe,-25.1667,46.0833,75.61,92,5,9.48,MG,2021-01-14 23:47:38,clear sky
533,Vengerovo,55.6848,76.7471,-19.07,84,0,6.4,RU,2021-01-14 23:47:39,clear sky
534,Heyang,26.1011,107.473,42.08,64,41,1.59,CN,2021-01-14 23:47:39,scattered clouds
535,Glace Bay,46.1969,-59.957,34.0,74,90,3.44,CA,2021-01-14 23:47:39,overcast clouds
536,Kijang,35.2442,129.2139,33.8,80,40,3.44,KR,2021-01-14 23:47:39,scattered clouds
537,Kholodnyy,62.7167,147.95,-27.29,82,98,1.36,RU,2021-01-14 23:47:39,overcast clouds
538,Roald,62.5833,6.1333,30.2,59,75,10.36,NO,2021-01-14 23:47:39,broken clouds
539,Petropavlovsk-Kamchatskiy,53.0452,158.6483,-0.4,71,100,6.71,RU,2021-01-14 23:45:35,overcast clouds
540,Arman,59.7,150.1667,-17.79,77,0,7.05,RU,2021-01-14 23:47:39,clear sky
541,Bafq,31.6128,55.4107,51.87,36,62,7.49,IR,2021-01-14 23:47:39,broken clouds
542,Alasehir,38.3508,28.5172,40.14,73,38,3.8,TR,2021-01-14 23:47:39,scattered clouds
543,Vila Do Maio,15.1333,-23.2167,71.6,73,75,18.41,CV,2021-01-14 23:47:39,broken clouds
544,Brooks,50.5834,-111.8851,28.4,69,0,10.36,CA,2021-01-14 23:47:39,clear sky
545,Buala,-8.145,159.5921,85.82,66,61,6.51,SB,2021-01-14 23:47:39,broken clouds
546,Ondangwa,-17.9167,15.95,80.6,44,100,6.91,NA,2021-01-14 23:47:39,overcast clouds
547,Shaunavon,49.6501,-108.4181,24.8,63,0,29.93,CA,2021-01-14 23:47:40,clear sky
548,Mont-Dore,-22.2833,166.5833,82.4,74,90,8.05,NC,2021-01-14 23:47:40,overcast clouds
549,Kortkeros,61.8106,51.5806,-0.4,92,40,4.47,RU,2021-01-14 23:47:40,light snow
550,Morro Bay,35.3658,-120.8499,69.01,67,1,3.0,US,2021-01-14 23:47:40,clear sky
551,Saint-Joseph,-21.3667,55.6167,77.0,83,75,2.3,RE,2021-01-14 23:47:40,broken clouds
552,Sainte-Anne-Des-Monts,49.124,-66.4924,30.2,86,99,2.3,CA,2021-01-14 23:47:40,overcast clouds
553,Ko Samui,9.5357,99.9357,78.58,67,99,9.33,TH,2021-01-14 23:47:40,overcast clouds
554,Fairview,40.8126,-73.999,46.4,49,75,3.44,US,2021-01-14 23:47:40,broken clouds
555,Leninsk,48.7119,45.1994,26.6,100,90,6.71,RU,2021-01-14 23:47:40,light intensity drizzle
556,San Javier,37.8063,-0.8374,52.0,100,93,4.61,ES,2021-01-14 23:47:40,overcast clouds
557,Bayan,46.0833,127.4,-2.0,89,100,4.68,CN,2021-01-14 23:47:40,light snow
558,Churapcha,62.0025,132.4325,-47.65,76,77,3.78,RU,2021-01-14 23:47:40,broken clouds
559,Noumea,-22.2763,166.4572,82.4,74,90,8.05,NC,2021-01-14 23:44:28,overcast clouds
560,Marsa Matruh,31.3525,27.2453,55.4,62,20,6.91,EG,2021-01-14 23:47:41,few clouds
561,Elmira,42.0898,-76.8077,37.4,93,90,1.52,US,2021-01-14 23:47:40,overcast clouds
562,Bukachacha,52.9833,116.9167,-22.29,81,0,1.72,RU,2021-01-14 23:47:41,clear sky
563,Uspenka,48.3903,39.1619,24.01,96,73,4.38,UA,2021-01-14 23:47:41,light snow
564,Ust-Nera,64.5667,143.2,-24.2,76,100,3.18,RU,2021-01-14 23:47:41,overcast clouds
565,Krasnoselkup,65.7,82.4667,-18.49,84,99,5.46,RU,2021-01-14 23:47:41,overcast clouds
566,Melchor De Mencos,17.0686,-89.1522,77.0,83,0,2.01,GT,2021-01-14 23:47:41,clear sky
567,Bagan,54.1001,77.6646,-20.79,88,2,5.82,RU,2021-01-14 23:47:41,clear sky
568,Toamasina,-18.1667,49.3833,77.34,88,98,2.39,MG,2021-01-14 23:47:41,overcast clouds
569,Urucara,-2.5364,-57.76,76.95,90,93,2.04,BR,2021-01-14 23:47:41,light rain
570,Fort Nelson,58.8053,-122.7002,14.0,85,75,3.2,CA,2021-01-14 23:47:41,broken clouds
571,Kuzino,57.0224,59.4412,7.92,94,100,10.02,RU,2021-01-14 23:47:41,overcast clouds
572,Eureka,40.8021,-124.1637,64.0,83,9,4.0,US,2021-01-14 23:45:21,clear sky
573,Lalibela,12.0333,39.0333,48.54,65,0,1.34,ET,2021-01-14 23:47:42,clear sky
574,Tezu,27.9167,96.1667,57.24,54,6,3.0,IN,2021-01-14 23:47:42,clear sky
575,Ewo,-0.8725,14.8206,73.4,83,93,4.72,CG,2021-01-14 23:47:42,overcast clouds
576,Falmouth,50.1544,-5.0711,45.0,87,40,8.05,GB,2021-01-14 23:47:42,scattered clouds
577,Sambava,-14.2667,50.1667,77.72,88,81,3.38,MG,2021-01-14 23:47:42,broken clouds
578,Dali,25.7,100.1833,38.08,78,98,0.49,CN,2021-01-14 23:47:42,overcast clouds
579,Atambua,-9.1061,124.8925,80.89,78,95,0.22,ID,2021-01-14 23:47:42,overcast clouds
580,Bathsheba,13.2167,-59.5167,78.8,78,20,17.27,BB,2021-01-14 23:47:42,few clouds
581,Labuhan,-6.8844,112.2051,78.64,82,100,10.33,ID,2021-01-14 23:47:42,overcast clouds
582,Kutum,14.2,24.6667,54.64,37,0,8.99,SD,2021-01-14 23:47:42,clear sky
583,Fuyu,45.1833,124.8167,-0.38,92,100,11.18,CN,2021-01-14 23:47:42,light snow
584,Caxito,-8.5785,13.6643,77.0,83,20,5.75,AO,2021-01-14 23:47:42,few clouds
585,Mangan,27.5167,88.5333,54.66,41,31,2.51,IN,2021-01-14 23:47:42,scattered clouds
586,La Colorada,8.0167,-80.9833,76.78,84,88,4.43,PA,2021-01-14 23:47:43,overcast clouds
587,Aksu,41.1231,80.2644,17.2,80,0,3.83,CN,2021-01-14 23:47:43,clear sky
588,Nouadhibou,20.931,-17.0347,64.4,34,0,14.97,MR,2021-01-14 23:47:43,clear sky
589,Kasongo-Lunda,-6.4667,16.8167,68.52,91,100,0.76,CD,2021-01-14 23:47:43,overcast clouds
590,Necochea,-38.5473,-58.7368,68.0,58,16,18.66,AR,2021-01-14 23:47:43,few clouds
591,Borshchiv,48.8033,26.0435,25.0,87,100,18.01,UA,2021-01-14 23:47:43,overcast clouds
592,Bakau,13.4781,-16.6819,68.0,73,0,15.57,GM,2021-01-14 23:47:43,clear sky
593,San Quintin,30.4833,-115.95,68.85,35,0,6.17,MX,2021-01-14 23:47:43,clear sky
594,Bar Harbor,44.3876,-68.2039,35.01,93,75,6.51,US,2021-01-14 23:47:43,broken clouds
595,Sioux Lookout,50.1001,-91.917,32.0,86,90,3.44,CA,2021-01-14 23:47:43,overcast clouds
596,Ketchikan,55.3422,-131.6461,41.0,93,90,19.57,US,2021-01-14 23:47:43,mist
597,Bundaberg,-24.85,152.35,82.4,54,40,5.75,AU,2021-01-14 23:47:43,scattered clouds
598,Mazatlan,23.2167,-106.4167,78.8,38,20,10.36,MX,2021-01-14 23:43:17,few clouds
599,Shingu,33.7333,135.9833,42.8,70,20,2.3,JP,2021-01-14 23:47:43,few clouds
600,Lethem,3.3803,-59.7968,80.49,67,91,10.0,GY,2021-01-14 23:47:43,overcast clouds
601,Taoudenni,22.6783,-3.9836,56.23,35,32,12.08,ML,2021-01-14 23:47:43,scattered clouds
602,Tandalti,13.0167,31.8667,70.84,23,0,15.43,SD,2021-01-14 23:47:44,clear sky
603,Ilebo,-4.3167,20.5833,69.51,95,100,4.99,CD,2021-01-14 23:47:44,heavy intensity rain
604,San Policarpo,12.1791,125.5072,80.46,80,80,7.4,PH,2021-01-14 23:47:44,broken clouds
605,Tazovskiy,67.4667,78.7,-16.33,89,100,11.3,RU,2021-01-14 23:47:44,light snow
606,Nurota,40.5614,65.6886,37.4,60,0,11.5,UZ,2021-01-14 23:47:44,clear sky
607,Sechura,-5.5569,-80.8222,76.32,65,55,17.34,PE,2021-01-14 23:47:44,broken clouds
608,Wanning,18.8003,110.3967,60.03,79,11,5.7,CN,2021-01-14 23:47:44,few clouds
609,Novo Aripuana,-5.1206,-60.3797,76.08,94,97,0.58,BR,2021-01-14 23:47:44,light rain
610,Presidencia Roque Saenz Pena,-26.7852,-60.4388,88.0,62,47,1.99,AR,2021-01-14 23:47:44,scattered clouds
611,Stokmarknes,68.5646,14.9108,37.99,86,100,8.01,NO,2021-01-14 23:47:44,light snow
612,Jaora,23.6333,75.1333,56.19,37,0,5.59,IN,2021-01-14 23:47:44,clear sky
613,Kerur,16.0167,75.5667,67.03,77,0,6.64,IN,2021-01-14 23:47:45,clear sky
614,Dwarka,22.2394,68.9678,67.01,49,0,10.02,IN,2021-01-14 23:47:45,clear sky
615,Abu Kamal,34.4506,40.9171,54.16,68,52,6.11,SY,2021-01-14 23:47:45,broken clouds
616,Naze,28.3667,129.4833,64.4,63,20,13.8,JP,2021-01-14 23:47:45,few clouds
617,Atocha,-20.9333,-66.2333,54.05,67,98,12.88,BO,2021-01-14 23:47:45,moderate rain
618,Paamiut,61.994,-49.6678,22.44,89,90,10.45,GL,2021-01-14 23:47:46,overcast clouds
619,Midland,31.9974,-102.0779,51.8,29,1,8.05,US,2021-01-14 23:47:46,clear sky
620,Calama,-22.4667,-68.9333,71.6,20,0,21.85,CL,2021-01-14 23:47:46,clear sky
621,Luganville,-15.5333,167.1667,88.14,66,89,7.56,VU,2021-01-14 23:47:46,overcast clouds
622,Mitu,1.1983,-70.1733,74.01,95,72,1.54,CO,2021-01-14 23:47:46,moderate rain
623,Qinhuangdao,39.9317,119.5883,18.9,77,12,13.33,CN,2021-01-14 23:47:47,few clouds
624,Tual,-5.6667,132.75,83.57,77,100,11.14,ID,2021-01-14 23:47:47,overcast clouds
625,Laurinburg,34.7741,-79.4628,48.2,66,1,6.93,US,2021-01-14 23:47:47,clear sky
626,Rio Grande,-32.035,-52.0986,72.0,72,1,3.0,BR,2021-01-14 23:47:47,clear sky
627,Washington,47.5001,-120.5015,41.0,68,81,2.57,US,2021-01-14 23:44:27,broken clouds
628,Vostok,46.4856,135.8833,-5.78,87,50,2.77,RU,2021-01-14 23:47:48,light snow
629,Novyy Oskol,50.7631,37.8691,14.4,96,57,2.51,RU,2021-01-14 23:47:48,broken clouds
630,Goderich,43.7501,-81.7165,35.6,87,100,10.36,CA,2021-01-14 23:47:48,overcast clouds
631,Dungarpur,23.8333,73.7167,58.26,34,0,8.03,IN,2021-01-14 23:47:48,clear sky
632,Liuli,-11.0833,34.6333,77.09,70,98,2.42,TZ,2021-01-14 23:47:48,overcast clouds
633,Panna,24.7167,80.2,45.66,54,0,0.85,IN,2021-01-14 23:47:48,clear sky
634,Ndjole,-0.1783,10.7649,73.47,92,54,2.04,GA,2021-01-14 23:47:48,broken clouds
635,La Rioja,42.25,-2.5,45.0,81,75,6.91,ES,2021-01-14 23:47:48,broken clouds
636,Mogadishu,2.0371,45.3438,76.48,83,6,19.3,SO,2021-01-14 23:43:59,clear sky
637,Darnah,32.767,22.6367,55.44,75,0,13.33,LY,2021-01-14 23:47:48,clear sky
638,Sokoni,-6.4333,39.55,78.8,88,20,10.16,TZ,2021-01-14 23:47:48,few clouds
639,Meaford,44.6001,-80.583,37.0,74,76,8.08,CA,2021-01-14 23:47:48,broken clouds
640,Iranshahr,27.2025,60.6848,47.66,35,0,1.61,IR,2021-01-14 23:47:48,clear sky
641,Cabadiangan,9.7531,122.4739,79.43,83,92,8.93,PH,2021-01-14 23:47:48,overcast clouds
642,Port-Cartier,50.0334,-66.8654,28.4,86,95,3.44,CA,2021-01-14 23:47:49,overcast clouds
643,Kedrovyy,56.1667,91.8167,3.2,78,75,22.37,RU,2021-01-14 23:47:49,heavy snow
644,Skovorodino,53.9833,123.9167,-28.48,81,0,1.86,RU,2021-01-14 23:47:49,clear sky
645,Nuevo Casas Grandes,30.4167,-107.9167,58.14,32,7,1.52,MX,2021-01-14 23:47:49,clear sky
646,Juneau,58.3019,-134.4197,37.4,75,90,13.8,US,2021-01-14 23:47:49,light rain
647,Samarai,-10.6167,150.6667,81.34,83,100,12.1,PG,2021-01-14 23:47:49,overcast clouds
648,Cabras,39.93,8.5314,54.0,77,100,11.01,IT,2021-01-14 23:47:49,overcast clouds
649,Tsogni,-2.7942,10.0988,74.43,90,58,3.44,GA,2021-01-14 23:47:49,light rain
650,Acapulco,16.8634,-99.8901,82.4,74,90,8.05,MX,2021-01-14 23:47:49,overcast clouds
651,Raudeberg,61.9875,5.1352,32.0,86,4,6.17,NO,2021-01-14 23:47:49,clear sky
652,Ercis,39.0287,43.3586,41.0,52,75,16.11,TR,2021-01-14 23:47:49,broken clouds
653,Uvira,-3.4067,29.1458,70.9,75,100,2.06,CD,2021-01-14 23:47:49,light rain
654,Tingo Maria,-9.2895,-76.0088,72.59,83,95,1.39,PE,2021-01-14 23:43:06,moderate rain
655,Orcopampa,-15.2661,-72.3417,50.56,67,81,7.94,PE,2021-01-14 23:47:49,moderate rain
656,Lebedinyy,58.5167,125.5167,-16.76,86,99,8.55,RU,2021-01-14 23:47:50,overcast clouds
657,Pekalongan,-6.8886,109.6753,50.0,95,100,9.75,ID,2021-01-14 23:47:50,moderate rain
658,Krasnyy Klyuch,55.3863,56.6529,16.93,96,100,4.65,RU,2021-01-14 23:47:50,snow
659,Pailon,-17.65,-62.75,78.8,83,40,4.61,BO,2021-01-14 23:47:50,light rain
660,Westerland,54.9079,8.3033,32.0,86,90,10.36,DE,2021-01-14 23:47:50,overcast clouds
661,Cayenne,4.9333,-52.3333,75.2,100,75,5.75,GF,2021-01-14 23:47:50,light rain
662,Fuxin,42.0156,121.6589,4.75,88,95,15.57,CN,2021-01-14 23:47:50,overcast clouds
663,Galesong,-5.3166,119.3661,77.0,100,40,2.3,ID,2021-01-14 23:47:50,moderate rain
664,Tahta,26.7693,31.5021,51.8,54,0,6.91,EG,2021-01-14 23:47:50,clear sky
665,Nampula,-15.1165,39.2666,72.07,97,33,3.36,MZ,2021-01-14 23:47:50,scattered clouds
666,Mogok,22.9167,96.5,51.51,82,27,2.28,MM,2021-01-14 23:47:50,scattered clouds
667,Kanigiri,15.4,79.5167,67.53,93,0,0.72,IN,2021-01-14 23:47:50,clear sky
668,Katima Mulilo,-17.5,24.2667,68.79,94,100,5.1,NA,2021-01-14 23:47:51,overcast clouds
669,Marystown,47.1666,-55.1483,31.5,94,100,0.85,CA,2021-01-14 23:47:51,overcast clouds
670,Lerwick,60.1545,-1.1494,41.0,81,90,20.71,GB,2021-01-14 23:47:51,overcast clouds
671,Laguna,38.421,-121.4238,61.0,76,1,2.33,US,2021-01-14 23:46:49,haze
672,Diu,20.7141,70.9822,68.59,43,0,6.69,IN,2021-01-14 23:47:51,clear sky
673,Auki,-8.7676,160.7034,86.31,62,53,2.71,SB,2021-01-14 23:47:51,broken clouds
674,Kemi,65.8596,24.8228,-14.8,76,40,2.3,FI,2021-01-14 23:47:51,scattered clouds
675,Dudinka,69.4058,86.1778,-41.13,79,0,4.29,RU,2021-01-14 23:47:51,clear sky
676,Dukat,62.55,155.55,-39.69,79,88,4.16,RU,2021-01-14 23:47:51,overcast clouds
677,Sotouboua,8.5667,0.9833,72.36,20,65,2.04,TG,2021-01-14 23:47:51,broken clouds
678,Guia De Isora,28.2115,-16.7795,62.01,55,20,8.05,ES,2021-01-14 23:47:51,few clouds
679,Lukovetskiy,64.2956,41.9211,-31.0,75,0,4.43,RU,2021-01-14 23:47:51,clear sky
680,Tyup,42.7276,78.3648,23.59,86,8,3.38,KG,2021-01-14 23:47:51,clear sky
681,Ulladulla,-35.35,150.4667,73.99,60,40,6.91,AU,2021-01-14 23:47:51,scattered clouds
682,La Orilla,17.9833,-102.2333,79.2,67,99,6.06,MX,2021-01-14 23:47:52,overcast clouds
683,Isangel,-19.55,169.2667,78.8,94,90,5.75,VU,2021-01-14 23:47:52,moderate rain
